Fluence to dose conversion factor calculated on a slab of Tissue with size 10x10x0.5 mm^3 for primary neutron
E [MeV]	c [microGy*cm^2]
59091.3	1.89504e-05
60328.6	2.60202e-05
61591.9	1.97834e-05
62881.6	2.88998e-05
64198.3	1.72258e-05
65542.5	2.34081e-05
66915	2.427e-05
68316.1	2.03942e-05
69746.6	2.05424e-05
71207.1	2.85939e-05
72698.1	2.50077e-05
74220.4	2.1967e-05
75774.5	2.05315e-05
77361.2	2.35398e-05
78981.1	2.20394e-05
80634.9	2.51376e-05
82323.4	1.97543e-05
84047.2	3.05863e-05
85807.1	3.18427e-05
87603.9	2.44849e-05
89438.3	2.13547e-05
91311	3.47152e-05
93223.1	2.49647e-05
95175.1	2.94509e-05
97168	2.64016e-05
99202.7	2.68567e-05
101280	1.97433e-05
103401	3.23902e-05
105566	2.99967e-05
107776	2.75878e-05
110033	2.75054e-05
112337	1.71452e-05
114689	2.63284e-05
117091	2.52885e-05
119543	2.70387e-05
122046	2.364e-05
124602	3.25017e-05
127211	3.12226e-05
129874	2.97043e-05
132594	2.59893e-05
135370	1.85961e-05
138205	2.19844e-05
141099	2.30436e-05
144053	3.17526e-05
147070	2.6405e-05
150149	2.35768e-05
153293	4.34006e-05
156503	2.58815e-05
159780	1.94543e-05
163126	2.88415e-05
166542	2.97975e-05
170029	2.72973e-05
173589	3.52935e-05
177224	2.26483e-05
180935	3.43813e-05
184724	2.62884e-05
188592	3.82869e-05
192541	3.12533e-05
196573	3.56525e-05
200689	3.31412e-05
204891	2.5488e-05
209182	3.38665e-05
213562	3.04827e-05
218034	3.80756e-05
222599	3.34167e-05
227260	2.58585e-05
232019	3.8267e-05
236877	3.08669e-05
241837	3.15038e-05
246901	2.30882e-05
252071	4.61917e-05
257349	3.07401e-05
262738	3.48408e-05
268240	3.74792e-05
273857	2.6971e-05
279591	2.17881e-05
285446	2.78185e-05
291423	3.39378e-05
297525	3.16965e-05
303755	2.40572e-05
310115	2.76509e-05
