E [MeV]	dEdx [keV/microm]
0.0412098	139.63
0.0414477	140.032
0.0416869	140.436
0.0419276	140.841
0.0421697	141.247
0.0424131	141.654
0.042658	142.062
0.0429042	142.472
0.0431519	142.882
0.043401	143.294
0.0436516	143.707
0.0439036	144.122
0.044157	144.537
0.044412	144.953
0.0446684	145.371
0.0449262	145.79
0.0451856	146.211
0.0454465	146.632
0.0457088	147.055
0.0459727	147.479
0.0462381	147.904
0.046505	148.33
0.0467735	148.757
0.0470435	149.186
0.0473151	149.616
0.0475883	150.047
0.047863	150.48
0.0481393	150.914
0.0484172	151.349
0.0486968	151.785
0.0489779	152.222
0.0492606	152.661
0.049545	153.101
0.049831	153.542
0.0501187	153.985
0.0504081	154.429
0.0506991	154.874
0.0509918	155.32
0.0512861	155.768
0.0515822	156.217
0.05188	156.667
0.0521795	157.119
0.0524807	157.572
0.0527837	158.026
0.0530884	158.482
0.0533949	158.938
0.0537032	159.397
0.0540132	159.856
0.054325	160.317
0.0546387	160.779
0.0549541	161.242
0.0552713	161.707
0.0555904	162.173
0.0559114	162.641
0.0562341	163.109
0.0565588	163.579
0.0568853	164.051
0.0572137	164.524
0.057544	164.998
0.0578762	165.474
0.0582103	165.95
0.0585464	166.429
0.0588844	166.908
0.0592243	167.39
0.0595662	167.872
0.0599101	168.356
0.060256	168.842
0.0606038	169.328
0.0609537	169.816
0.0613056	170.306
0.0616595	170.797
0.0620155	171.289
0.0623735	171.782
0.0627336	172.277
0.0630957	172.774
0.06346	173.272
0.0638263	173.772
0.0641948	174.272
0.0645654	174.775
0.0649382	175.278
0.0653131	175.784
0.0656901	176.29
0.0660693	176.798
0.0664508	177.308
0.0668344	177.819
0.0672202	178.332
0.0676083	178.846
0.0679986	179.361
0.0683912	179.878
0.068786	180.396
0.0691831	180.917
0.0695825	181.438
0.0699842	181.961
0.0703882	182.485
0.0707946	183.012
0.0712033	183.539
0.0716143	184.068
0.0720278	184.599
0.0724436	185.131
0.0728618	185.664
0.0732825	186.2
0.0737055	186.736
0.074131	187.275
0.074559	187.814
0.0749894	188.356
0.0754223	188.898
0.0758578	189.443
0.0762957	189.989
0.0767361	190.536
0.0771792	191.086
0.0776247	191.637
0.0780728	192.189
0.0785236	192.743
0.0789769	193.298
0.0794328	193.856
0.0798914	194.414
0.0803526	194.975
0.0808165	195.537
0.0812831	196.101
0.0817523	196.665
0.0822243	197.233
0.082699	197.801
0.0831764	198.371
0.0836566	198.943
0.0841395	199.516
0.0846253	200.092
0.0851138	200.668
0.0856052	201.246
0.0860994	201.827
0.0865964	202.408
0.0870964	202.992
0.0875992	203.577
0.0881049	204.164
0.0886135	204.752
0.0891251	205.342
0.0896396	205.934
0.0901571	206.528
0.0906776	207.123
0.0912011	207.72
0.0917276	208.319
0.0922571	208.919
0.0927897	209.522
0.0933254	210.125
0.0938642	210.731
0.0944061	211.339
0.0949511	211.948
0.0954993	212.559
0.0960506	213.171
0.0966051	213.785
0.0971628	214.402
0.0977237	215.02
0.0982879	215.64
0.0988553	216.261
0.099426	216.884
0.1	217.51
0.100577	218.136
0.101158	218.765
0.101742	219.396
0.102329	220.028
0.10292	220.662
0.103514	221.299
0.104112	221.937
0.104713	222.576
0.105317	223.217
0.105925	223.861
0.106537	224.506
0.107152	225.154
0.107771	225.802
0.108393	226.453
0.109018	227.106
0.109648	227.761
0.110281	228.417
0.110917	229.076
0.111558	229.736
0.112202	230.398
0.11285	231.062
0.113501	231.728
0.114156	232.396
0.114815	233.066
0.115478	233.738
0.116145	234.412
0.116815	235.087
0.11749	235.764
0.118168	236.444
0.11885	237.126
0.119536	237.809
0.120226	238.494
0.120921	239.182
0.121619	239.871
0.122321	240.563
0.123027	241.256
0.123737	241.952
0.124451	242.649
0.12517	243.348
0.125893	244.05
0.126619	244.753
0.12735	245.459
0.128086	246.166
0.128825	246.876
0.129569	247.587
0.130317	248.301
0.131069	249.017
0.131826	249.735
0.132587	250.454
0.133352	251.176
0.134122	251.9
0.134896	252.626
0.135675	253.355
0.136458	254.085
0.137246	254.817
0.138038	255.552
0.138835	256.288
0.139637	257.027
0.140443	257.768
0.141254	258.511
0.142069	259.256
0.142889	260.003
0.143714	260.753
0.144544	261.504
0.145378	262.258
0.146218	263.014
0.147062	263.772
0.147911	264.532
0.148765	265.295
0.149624	266.059
0.150487	266.826
0.151356	267.595
0.15223	268.367
0.153109	269.14
0.153993	269.916
0.154882	270.694
0.155776	271.474
0.156675	272.256
0.15758	273.042
0.158489	273.828
0.159404	274.618
0.160325	275.409
0.16125	276.203
0.162181	276.999
0.163117	277.798
0.164059	278.598
0.165006	279.401
0.165959	280.207
0.166917	281.014
0.16788	281.824
0.16885	282.637
0.169824	283.451
0.170805	284.268
0.171791	285.088
0.172783	285.91
0.17378	286.734
0.174783	287.56
0.175792	288.352
0.176807	289.137
0.177828	289.924
0.178855	290.714
0.179887	291.507
0.180926	292.302
0.18197	293.1
0.183021	293.901
0.184077	294.704
0.18514	295.51
0.186209	296.319
0.187284	297.13
0.188365	297.944
0.189452	298.761
0.190546	299.58
0.191646	300.402
0.192752	301.227
0.193865	302.054
0.194984	302.884
0.19611	303.717
0.197242	304.552
0.198381	305.391
0.199526	306.232
0.200678	307.075
0.201837	307.921
0.203002	308.77
0.204174	309.622
0.205353	310.476
0.206538	311.333
0.20773	312.193
0.20893	313.056
0.210136	313.918
